RecordNumber,SourceName,TaskCategory,EventCode,EventType,Type
14126,"Microsoft-Windows-Kernel-Power","The specified network name is no longer available.",42,4,Information
14125,BTHUSB,"The operation completed successfully.",37,4,Information
14124,BTHUSB,"The operation completed successfully.",37,4,Information
14123,RFCOMM,"The operation completed successfully.",1,4,Information
14122,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
14121,BTHUSB,"The operation completed successfully.",37,4,Information
14120,BTHUSB,"The operation completed successfully.",37,4,Information
14119,RFCOMM,"The operation completed successfully.",1,4,Information
14118,BTHUSB,"The operation completed successfully.",37,4,Information
14117,BTHUSB,"The operation completed successfully.",37,4,Information
14116,RFCOMM,"The operation completed successfully.",1,4,Information
14115,BTHUSB,"The operation completed successfully.",37,4,Information
14114,BTHUSB,"The operation completed successfully.",37,4,Information
14113,RFCOMM,"The operation completed successfully.",1,4,Information
14112,BTHUSB,"The operation completed successfully.",37,4,Information
14111,BTHUSB,"The operation completed successfully.",37,4,Information
14110,RFCOMM,"The operation completed successfully.",1,4,Information
14109,BTHUSB,"The operation completed successfully.",37,4,Information
14108,BTHUSB,"The operation completed successfully.",37,4,Information
14107,RFCOMM,"The operation completed successfully.",1,4,Information
14106,BTHUSB,"The operation completed successfully.",37,4,Information
14105,BTHUSB,"The operation completed successfully.",37,4,Information
14104,RFCOMM,"The operation completed successfully.",1,4,Information
14103,BTHUSB,"The operation completed successfully.",37,4,Information
14102,BTHUSB,"The operation completed successfully.",37,4,Information
14101,RFCOMM,"The operation completed successfully.",1,4,Information
14100,BTHUSB,"The operation completed successfully.",37,4,Information
14099,BTHUSB,"The operation completed successfully.",37,4,Information
14098,RFCOMM,"The operation completed successfully.",1,4,Information
14097,BTHUSB,"The operation completed successfully.",37,4,Information
14096,BTHUSB,"The operation completed successfully.",37,4,Information
14095,RFCOMM,"The operation completed successfully.",1,4,Information
14094,BTHUSB,"The operation completed successfully.",37,4,Information
14093,BTHUSB,"The operation completed successfully.",37,4,Information
14092,RFCOMM,"The operation completed successfully.",1,4,Information
14091,BTHUSB,"The operation completed successfully.",37,4,Information
14090,BTHUSB,"The operation completed successfully.",37,4,Information
14089,RFCOMM,"The operation completed successfully.",1,4,Information
14088,BTHUSB,"The operation completed successfully.",37,4,Information
14087,BTHUSB,"The operation completed successfully.",37,4,Information
14086,RFCOMM,"The operation completed successfully.",1,4,Information
14085,BTHUSB,"The operation completed successfully.",37,4,Information
14084,BTHUSB,"The operation completed successfully.",37,4,Information
14083,RFCOMM,"The operation completed successfully.",1,4,Information
14082,BTHUSB,"The operation completed successfully.",37,4,Information
14081,BTHUSB,"The operation completed successfully.",37,4,Information
14080,RFCOMM,"The operation completed successfully.",1,4,Information
14079,BTHUSB,"The operation completed successfully.",37,4,Information
14078,BTHUSB,"The operation completed successfully.",37,4,Information
14077,RFCOMM,"The operation completed successfully.",1,4,Information
14076,BTHUSB,"The operation completed successfully.",37,4,Information
14075,BTHUSB,"The operation completed successfully.",37,4,Information
14074,RFCOMM,"The operation completed successfully.",1,4,Information
14073,BTHUSB,"The operation completed successfully.",37,4,Information
14072,BTHUSB,"The operation completed successfully.",37,4,Information
14071,RFCOMM,"The operation completed successfully.",1,4,Information
14070,BTHUSB,"The operation completed successfully.",37,4,Information
14069,BTHUSB,"The operation completed successfully.",37,4,Information
14068,RFCOMM,"The operation completed successfully.",1,4,Information
14067,BTHUSB,"The operation completed successfully.",37,4,Information
14066,BTHUSB,"The operation completed successfully.",37,4,Information
14065,RFCOMM,"The operation completed successfully.",1,4,Information
14064,BTHUSB,"The operation completed successfully.",37,4,Information
14063,BTHUSB,"The operation completed successfully.",37,4,Information
14062,RFCOMM,"The operation completed successfully.",1,4,Information
14061,BTHUSB,"The operation completed successfully.",37,4,Information
14060,BTHUSB,"The operation completed successfully.",37,4,Information
14059,RFCOMM,"The operation completed successfully.",1,4,Information
14058,BTHUSB,"The operation completed successfully.",37,4,Information
14057,BTHUSB,"The operation completed successfully.",37,4,Information
14056,RFCOMM,"The operation completed successfully.",1,4,Information
14055,BTHUSB,"The operation completed successfully.",37,4,Information
14054,BTHUSB,"The operation completed successfully.",37,4,Information
14053,RFCOMM,"The operation completed successfully.",1,4,Information
14052,BTHUSB,"The operation completed successfully.",37,4,Information
14051,BTHUSB,"The operation completed successfully.",37,4,Information
14050,RFCOMM,"The operation completed successfully.",1,4,Information
14049,BTHUSB,"The operation completed successfully.",37,4,Information
14048,BTHUSB,"The operation completed successfully.",37,4,Information
14047,RFCOMM,"The operation completed successfully.",1,4,Information
14046,BTHUSB,"The operation completed successfully.",37,4,Information
14045,BTHUSB,"The operation completed successfully.",37,4,Information
14044,RFCOMM,"The operation completed successfully.",1,4,Information
14043,BTHUSB,"The operation completed successfully.",37,4,Information
14042,BTHUSB,"The operation completed successfully.",37,4,Information
14041,RFCOMM,"The operation completed successfully.",1,4,Information
14040,BTHUSB,"The operation completed successfully.",37,4,Information
14039,BTHUSB,"The operation completed successfully.",37,4,Information
14038,RFCOMM,"The operation completed successfully.",1,4,Information
14037,BTHUSB,"The operation completed successfully.",37,4,Information
14036,BTHUSB,"The operation completed successfully.",37,4,Information
14035,RFCOMM,"The operation completed successfully.",1,4,Information
14034,BTHUSB,"The operation completed successfully.",37,4,Information
14033,BTHUSB,"The operation completed successfully.",37,4,Information
14032,RFCOMM,"The operation completed successfully.",1,4,Information
14031,BTHUSB,"The operation completed successfully.",37,4,Information
14030,BTHUSB,"The operation completed successfully.",37,4,Information
14029,RFCOMM,"The operation completed successfully.",1,4,Information
14028,BTHUSB,"The operation completed successfully.",37,4,Information
14027,BTHUSB,"The operation completed successfully.",37,4,Information
14026,RFCOMM,"The operation completed successfully.",1,4,Information
14025,BTHUSB,"The operation completed successfully.",37,4,Information
14024,BTHUSB,"The operation completed successfully.",37,4,Information
14023,RFCOMM,"The operation completed successfully.",1,4,Information
14022,BTHUSB,"The operation completed successfully.",37,4,Information
14021,BTHUSB,"The operation completed successfully.",37,4,Information
14020,RFCOMM,"The operation completed successfully.",1,4,Information
14019,BTHUSB,"The operation completed successfully.",37,4,Information
14018,BTHUSB,"The operation completed successfully.",37,4,Information
14017,RFCOMM,"The operation completed successfully.",1,4,Information
14016,BTHUSB,"The operation completed successfully.",37,4,Information
14015,BTHUSB,"The operation completed successfully.",37,4,Information
14014,RFCOMM,"The operation completed successfully.",1,4,Information
14013,BTHUSB,"The operation completed successfully.",37,4,Information
14012,BTHUSB,"The operation completed successfully.",37,4,Information
14011,RFCOMM,"The operation completed successfully.",1,4,Information
14010,BTHUSB,"The operation completed successfully.",37,4,Information
14009,BTHUSB,"The operation completed successfully.",37,4,Information
14008,RFCOMM,"The operation completed successfully.",1,4,Information
14007,BTHUSB,"The operation completed successfully.",37,4,Information
14006,BTHUSB,"The operation completed successfully.",37,4,Information
14005,RFCOMM,"The operation completed successfully.",1,4,Information
14004,BTHUSB,"The operation completed successfully.",37,4,Information
14003,BTHUSB,"The operation completed successfully.",37,4,Information
14002,RFCOMM,"The operation completed successfully.",1,4,Information
14001,BTHUSB,"The operation completed successfully.",37,4,Information
14000,BTHUSB,"The operation completed successfully.",37,4,Information
13999,RFCOMM,"The operation completed successfully.",1,4,Information
13998,BTHUSB,"The operation completed successfully.",37,4,Information
13997,BTHUSB,"The operation completed successfully.",37,4,Information
13996,RFCOMM,"The operation completed successfully.",1,4,Information
13995,BTHUSB,"The operation completed successfully.",37,4,Information
13994,BTHUSB,"The operation completed successfully.",37,4,Information
13993,RFCOMM,"The operation completed successfully.",1,4,Information
13992,BTHUSB,"The operation completed successfully.",37,4,Information
13991,BTHUSB,"The operation completed successfully.",37,4,Information
13990,RFCOMM,"The operation completed successfully.",1,4,Information
13989,BTHUSB,"The operation completed successfully.",37,4,Information
13988,BTHUSB,"The operation completed successfully.",37,4,Information
13987,RFCOMM,"The operation completed successfully.",1,4,Information
13986,BTHUSB,"The operation completed successfully.",37,4,Information
13985,BTHUSB,"The operation completed successfully.",37,4,Information
13984,RFCOMM,"The operation completed successfully.",1,4,Information
13983,BTHUSB,"The operation completed successfully.",37,4,Information
13982,BTHUSB,"The operation completed successfully.",37,4,Information
13981,RFCOMM,"The operation completed successfully.",1,4,Information
13980,BTHUSB,"The operation completed successfully.",37,4,Information
13979,BTHUSB,"The operation completed successfully.",37,4,Information
13978,RFCOMM,"The operation completed successfully.",1,4,Information
13977,BTHUSB,"The operation completed successfully.",37,4,Information
13976,BTHUSB,"The operation completed successfully.",37,4,Information
13975,RFCOMM,"The operation completed successfully.",1,4,Information
13974,BTHUSB,"The operation completed successfully.",37,4,Information
13973,BTHUSB,"The operation completed successfully.",37,4,Information
13972,RFCOMM,"The operation completed successfully.",1,4,Information
13971,BTHUSB,"The operation completed successfully.",37,4,Information
13970,BTHUSB,"The operation completed successfully.",37,4,Information
13969,RFCOMM,"The operation completed successfully.",1,4,Information
13968,BTHUSB,"The operation completed successfully.",37,4,Information
13967,BTHUSB,"The operation completed successfully.",37,4,Information
13966,RFCOMM,"The operation completed successfully.",1,4,Information
13965,BTHUSB,"The operation completed successfully.",37,4,Information
13964,BTHUSB,"The operation completed successfully.",37,4,Information
13963,RFCOMM,"The operation completed successfully.",1,4,Information
13962,BTHUSB,"The operation completed successfully.",37,4,Information
13961,BTHUSB,"The operation completed successfully.",37,4,Information
13960,RFCOMM,"The operation completed successfully.",1,4,Information
13959,BTHUSB,"The operation completed successfully.",37,4,Information
13958,BTHUSB,"The operation completed successfully.",37,4,Information
13957,RFCOMM,"The operation completed successfully.",1,4,Information
13956,BTHUSB,"The operation completed successfully.",37,4,Information
13955,BTHUSB,"The operation completed successfully.",37,4,Information
13954,RFCOMM,"The operation completed successfully.",1,4,Information
13953,BTHUSB,"The operation completed successfully.",37,4,Information
13952,BTHUSB,"The operation completed successfully.",37,4,Information
13951,RFCOMM,"The operation completed successfully.",1,4,Information
13950,BTHUSB,"The operation completed successfully.",37,4,Information
13949,BTHUSB,"The operation completed successfully.",37,4,Information
13948,RFCOMM,"The operation completed successfully.",1,4,Information
13947,BTHUSB,"The operation completed successfully.",37,4,Information
13946,BTHUSB,"The operation completed successfully.",37,4,Information
13945,RFCOMM,"The operation completed successfully.",1,4,Information
13944,BTHUSB,"The operation completed successfully.",37,4,Information
13943,BTHUSB,"The operation completed successfully.",37,4,Information
13942,RFCOMM,"The operation completed successfully.",1,4,Information
13941,BTHUSB,"The operation completed successfully.",37,4,Information
13940,BTHUSB,"The operation completed successfully.",37,4,Information
13939,RFCOMM,"The operation completed successfully.",1,4,Information
13938,BTHUSB,"The operation completed successfully.",37,4,Information
13937,BTHUSB,"The operation completed successfully.",37,4,Information
13936,RFCOMM,"The operation completed successfully.",1,4,Information
13935,BTHUSB,"The operation completed successfully.",37,4,Information
13934,BTHUSB,"The operation completed successfully.",37,4,Information
13933,RFCOMM,"The operation completed successfully.",1,4,Information
13932,BTHUSB,"The operation completed successfully.",37,4,Information
13931,BTHUSB,"The operation completed successfully.",37,4,Information
13930,RFCOMM,"The operation completed successfully.",1,4,Information
13929,BTHUSB,"The operation completed successfully.",37,4,Information
13928,BTHUSB,"The operation completed successfully.",37,4,Information
13927,RFCOMM,"The operation completed successfully.",1,4,Information
13926,BTHUSB,"The operation completed successfully.",37,4,Information
13925,BTHUSB,"The operation completed successfully.",37,4,Information
13924,RFCOMM,"The operation completed successfully.",1,4,Information
13923,BTHUSB,"The operation completed successfully.",37,4,Information
13922,BTHUSB,"The operation completed successfully.",37,4,Information
13921,RFCOMM,"The operation completed successfully.",1,4,Information
13920,BTHUSB,"The operation completed successfully.",37,4,Information
13919,BTHUSB,"The operation completed successfully.",37,4,Information
13918,RFCOMM,"The operation completed successfully.",1,4,Information
13917,BTHUSB,"The operation completed successfully.",37,4,Information
13916,BTHUSB,"The operation completed successfully.",37,4,Information
13915,RFCOMM,"The operation completed successfully.",1,4,Information
13914,BTHUSB,"The operation completed successfully.",37,4,Information
13913,BTHUSB,"The operation completed successfully.",37,4,Information
13912,RFCOMM,"The operation completed successfully.",1,4,Information
13911,BTHUSB,"The operation completed successfully.",37,4,Information
13910,BTHUSB,"The operation completed successfully.",37,4,Information
13909,RFCOMM,"The operation completed successfully.",1,4,Information
13908,BTHUSB,"The operation completed successfully.",37,4,Information
13907,BTHUSB,"The operation completed successfully.",37,4,Information
13906,RFCOMM,"The operation completed successfully.",1,4,Information
13905,BTHUSB,"The operation completed successfully.",37,4,Information
13904,BTHUSB,"The operation completed successfully.",37,4,Information
13903,RFCOMM,"The operation completed successfully.",1,4,Information
13902,BTHUSB,"The operation completed successfully.",37,4,Information
13901,BTHUSB,"The operation completed successfully.",37,4,Information
13900,RFCOMM,"The operation completed successfully.",1,4,Information
13899,BTHUSB,"The operation completed successfully.",37,4,Information
13898,BTHUSB,"The operation completed successfully.",37,4,Information
13897,RFCOMM,"The operation completed successfully.",1,4,Information
13896,BTHUSB,"The operation completed successfully.",37,4,Information
13895,BTHUSB,"The operation completed successfully.",37,4,Information
13894,RFCOMM,"The operation completed successfully.",1,4,Information
13893,BTHUSB,"The operation completed successfully.",37,4,Information
13892,BTHUSB,"The operation completed successfully.",37,4,Information
13891,RFCOMM,"The operation completed successfully.",1,4,Information
13890,BTHUSB,"The operation completed successfully.",37,4,Information
13889,BTHUSB,"The operation completed successfully.",37,4,Information
13888,RFCOMM,"The operation completed successfully.",1,4,Information
13887,BTHUSB,"The operation completed successfully.",37,4,Information
13886,BTHUSB,"The operation completed successfully.",37,4,Information
13885,RFCOMM,"The operation completed successfully.",1,4,Information
13884,BTHUSB,"The operation completed successfully.",37,4,Information
13883,BTHUSB,"The operation completed successfully.",37,4,Information
13882,RFCOMM,"The operation completed successfully.",1,4,Information
13881,BTHUSB,"The operation completed successfully.",37,4,Information
13880,BTHUSB,"The operation completed successfully.",37,4,Information
13879,RFCOMM,"The operation completed successfully.",1,4,Information
13878,BTHUSB,"The operation completed successfully.",37,4,Information
13877,BTHUSB,"The operation completed successfully.",37,4,Information
13876,RFCOMM,"The operation completed successfully.",1,4,Information
13875,BTHUSB,"The operation completed successfully.",37,4,Information
13874,BTHUSB,"The operation completed successfully.",37,4,Information
13873,RFCOMM,"The operation completed successfully.",1,4,Information
13872,BTHUSB,"The operation completed successfully.",37,4,Information
13871,BTHUSB,"The operation completed successfully.",37,4,Information
13870,RFCOMM,"The operation completed successfully.",1,4,Information
13869,BTHUSB,"The operation completed successfully.",37,4,Information
13868,BTHUSB,"The operation completed successfully.",37,4,Information
13867,RFCOMM,"The operation completed successfully.",1,4,Information
13866,BTHUSB,"The operation completed successfully.",37,4,Information
13865,BTHUSB,"The operation completed successfully.",37,4,Information
13864,RFCOMM,"The operation completed successfully.",1,4,Information
13863,BTHUSB,"The operation completed successfully.",37,4,Information
13862,BTHUSB,"The operation completed successfully.",37,4,Information
13861,RFCOMM,"The operation completed successfully.",1,4,Information
13860,BTHUSB,"The operation completed successfully.",37,4,Information
13859,BTHUSB,"The operation completed successfully.",37,4,Information
13858,RFCOMM,"The operation completed successfully.",1,4,Information
13857,BTHUSB,"The operation completed successfully.",37,4,Information
13856,BTHUSB,"The operation completed successfully.",37,4,Information
13855,RFCOMM,"The operation completed successfully.",1,4,Information
13854,BTHUSB,"The operation completed successfully.",37,4,Information
13853,BTHUSB,"The operation completed successfully.",37,4,Information
13852,RFCOMM,"The operation completed successfully.",1,4,Information
13851,BTHUSB,"The operation completed successfully.",37,4,Information
13850,BTHUSB,"The operation completed successfully.",37,4,Information
13849,RFCOMM,"The operation completed successfully.",1,4,Information
13848,BTHUSB,"The operation completed successfully.",37,4,Information
13847,BTHUSB,"The operation completed successfully.",37,4,Information
13846,RFCOMM,"The operation completed successfully.",1,4,Information
13845,BTHUSB,"The operation completed successfully.",37,4,Information
13844,BTHUSB,"The operation completed successfully.",37,4,Information
13843,RFCOMM,"The operation completed successfully.",1,4,Information
13842,BTHUSB,"The operation completed successfully.",37,4,Information
13841,BTHUSB,"The operation completed successfully.",37,4,Information
13840,RFCOMM,"The operation completed successfully.",1,4,Information
13839,BTHUSB,"The operation completed successfully.",37,4,Information
13838,BTHUSB,"The operation completed successfully.",37,4,Information
13837,RFCOMM,"The operation completed successfully.",1,4,Information
13836,BTHUSB,"The operation completed successfully.",37,4,Information
13835,BTHUSB,"The operation completed successfully.",37,4,Information
13834,RFCOMM,"The operation completed successfully.",1,4,Information
13833,BTHUSB,"The operation completed successfully.",37,4,Information
13832,BTHUSB,"The operation completed successfully.",37,4,Information
13831,RFCOMM,"The operation completed successfully.",1,4,Information
13830,BTHUSB,"The operation completed successfully.",37,4,Information
13829,BTHUSB,"The operation completed successfully.",37,4,Information
13828,RFCOMM,"The operation completed successfully.",1,4,Information
13827,"Microsoft-Windows-Power-Troubleshooter","The operation completed successfully.",1,4,Information
13826,BTHUSB,"The operation completed successfully.",18,4,Information
13825,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
13824,"Microsoft-Windows-Kernel-Power","The process cannot access the file because another process has locked a portion of the file.",131,4,Information
13823,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
13822,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
13821,BTHUSB,"The operation completed successfully.",37,4,Information
13820,RFCOMM,"The operation completed successfully.",1,4,Information
13819,"Microsoft-Windows-Kernel-General",Shell,1,4,Information
13818,"Microsoft-Windows-Kernel-Power","The semaphore is set and cannot be closed.",107,4,Information
13817,"Microsoft-Windows-Kernel-Power","The specified network name is no longer available.",42,4,Information
13816,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
13815,BTHUSB,"The operation completed successfully.",37,4,Information
13814,BTHUSB,"The operation completed successfully.",37,4,Information
13813,RFCOMM,"The operation completed successfully.",1,4,Information
13812,BTHUSB,"The operation completed successfully.",37,4,Information
13811,BTHUSB,"The operation completed successfully.",37,4,Information
13810,RFCOMM,"The operation completed successfully.",1,4,Information
13809,BTHUSB,"The operation completed successfully.",37,4,Information
13808,BTHUSB,"The operation completed successfully.",37,4,Information
13807,RFCOMM,"The operation completed successfully.",1,4,Information
13806,BTHUSB,"The operation completed successfully.",37,4,Information
13805,BTHUSB,"The operation completed successfully.",37,4,Information
13804,RFCOMM,"The operation completed successfully.",1,4,Information
13803,BTHUSB,"The operation completed successfully.",37,4,Information
13802,BTHUSB,"The operation completed successfully.",37,4,Information
13801,RFCOMM,"The operation completed successfully.",1,4,Information
13800,BTHUSB,"The operation completed successfully.",37,4,Information
13799,BTHUSB,"The operation completed successfully.",37,4,Information
13798,RFCOMM,"The operation completed successfully.",1,4,Information
13797,BTHUSB,"The operation completed successfully.",37,4,Information
13796,BTHUSB,"The operation completed successfully.",37,4,Information
13795,RFCOMM,"The operation completed successfully.",1,4,Information
13794,BTHUSB,"The operation completed successfully.",37,4,Information
13793,BTHUSB,"The operation completed successfully.",37,4,Information
13792,RFCOMM,"The operation completed successfully.",1,4,Information
13791,BTHUSB,"The operation completed successfully.",37,4,Information
13790,BTHUSB,"The operation completed successfully.",37,4,Information
13789,RFCOMM,"The operation completed successfully.",1,4,Information
13788,BTHUSB,"The operation completed successfully.",37,4,Information
13787,BTHUSB,"The operation completed successfully.",37,4,Information
13786,RFCOMM,"The operation completed successfully.",1,4,Information
13785,BTHUSB,"The operation completed successfully.",37,4,Information
13784,BTHUSB,"The operation completed successfully.",37,4,Information
13783,RFCOMM,"The operation completed successfully.",1,4,Information
13782,BTHUSB,"The operation completed successfully.",37,4,Information
13781,BTHUSB,"The operation completed successfully.",37,4,Information
13780,RFCOMM,"The operation completed successfully.",1,4,Information
13779,BTHUSB,"The operation completed successfully.",37,4,Information
13778,BTHUSB,"The operation completed successfully.",37,4,Information
13777,RFCOMM,"The operation completed successfully.",1,4,Information
13776,BTHUSB,"The operation completed successfully.",37,4,Information
13775,BTHUSB,"The operation completed successfully.",37,4,Information
13774,RFCOMM,"The operation completed successfully.",1,4,Information
13773,BTHUSB,"The operation completed successfully.",37,4,Information
13772,BTHUSB,"The operation completed successfully.",37,4,Information
13771,RFCOMM,"The operation completed successfully.",1,4,Information
13770,BTHUSB,"The operation completed successfully.",37,4,Information
13769,BTHUSB,"The operation completed successfully.",37,4,Information
13768,RFCOMM,"The operation completed successfully.",1,4,Information
13767,BTHUSB,"The operation completed successfully.",37,4,Information
13766,BTHUSB,"The operation completed successfully.",37,4,Information
13765,RFCOMM,"The operation completed successfully.",1,4,Information
13764,BTHUSB,"The operation completed successfully.",37,4,Information
13763,BTHUSB,"The operation completed successfully.",37,4,Information
13762,RFCOMM,"The operation completed successfully.",1,4,Information
13761,BTHUSB,"The operation completed successfully.",37,4,Information
13760,BTHUSB,"The operation completed successfully.",37,4,Information
13759,RFCOMM,"The operation completed successfully.",1,4,Information
13758,BTHUSB,"The operation completed successfully.",37,4,Information
13757,BTHUSB,"The operation completed successfully.",37,4,Information
13756,RFCOMM,"The operation completed successfully.",1,4,Information
13755,BTHUSB,"The operation completed successfully.",37,4,Information
13754,BTHUSB,"The operation completed successfully.",37,4,Information
13753,RFCOMM,"The operation completed successfully.",1,4,Information
13752,BTHUSB,"The operation completed successfully.",37,4,Information
13751,BTHUSB,"The operation completed successfully.",37,4,Information
13750,RFCOMM,"The operation completed successfully.",1,4,Information
13749,BTHUSB,"The operation completed successfully.",37,4,Information
13748,BTHUSB,"The operation completed successfully.",37,4,Information
13747,RFCOMM,"The operation completed successfully.",1,4,Information
13746,BTHUSB,"The operation completed successfully.",37,4,Information
13745,BTHUSB,"The operation completed successfully.",37,4,Information
13744,RFCOMM,"The operation completed successfully.",1,4,Information
13743,BTHUSB,"The operation completed successfully.",37,4,Information
13742,BTHUSB,"The operation completed successfully.",37,4,Information
13741,RFCOMM,"The operation completed successfully.",1,4,Information
13740,BTHUSB,"The operation completed successfully.",37,4,Information
13739,BTHUSB,"The operation completed successfully.",37,4,Information
13738,RFCOMM,"The operation completed successfully.",1,4,Information
13737,BTHUSB,"The operation completed successfully.",37,4,Information
13736,BTHUSB,"The operation completed successfully.",37,4,Information
13735,RFCOMM,"The operation completed successfully.",1,4,Information
13734,BTHUSB,"The operation completed successfully.",37,4,Information
13733,BTHUSB,"The operation completed successfully.",37,4,Information
13732,RFCOMM,"The operation completed successfully.",1,4,Information
13731,BTHUSB,"The operation completed successfully.",37,4,Information
13730,BTHUSB,"The operation completed successfully.",37,4,Information
13729,RFCOMM,"The operation completed successfully.",1,4,Information
13728,BTHUSB,"The operation completed successfully.",37,4,Information
13727,BTHUSB,"The operation completed successfully.",37,4,Information
13726,RFCOMM,"The operation completed successfully.",1,4,Information
13725,BTHUSB,"The operation completed successfully.",37,4,Information
13724,BTHUSB,"The operation completed successfully.",37,4,Information
13723,RFCOMM,"The operation completed successfully.",1,4,Information
13722,BTHUSB,"The operation completed successfully.",37,4,Information
13721,BTHUSB,"The operation completed successfully.",37,4,Information
13720,RFCOMM,"The operation completed successfully.",1,4,Information
13719,BTHUSB,"The operation completed successfully.",37,4,Information
13718,BTHUSB,"The operation completed successfully.",37,4,Information
13717,RFCOMM,"The operation completed successfully.",1,4,Information
13716,BTHUSB,"The operation completed successfully.",37,4,Information
13715,BTHUSB,"The operation completed successfully.",37,4,Information
13714,RFCOMM,"The operation completed successfully.",1,4,Information
13713,BTHUSB,"The operation completed successfully.",37,4,Information
13712,BTHUSB,"The operation completed successfully.",37,4,Information
13711,RFCOMM,"The operation completed successfully.",1,4,Information
13710,BTHUSB,"The operation completed successfully.",37,4,Information
13709,BTHUSB,"The operation completed successfully.",37,4,Information
13708,RFCOMM,"The operation completed successfully.",1,4,Information
13707,BTHUSB,"The operation completed successfully.",37,4,Information
13706,BTHUSB,"The operation completed successfully.",37,4,Information
13705,RFCOMM,"The operation completed successfully.",1,4,Information
13704,BTHUSB,"The operation completed successfully.",37,4,Information
13703,BTHUSB,"The operation completed successfully.",37,4,Information
13702,RFCOMM,"The operation completed successfully.",1,4,Information
13701,BTHUSB,"The operation completed successfully.",37,4,Information
13700,BTHUSB,"The operation completed successfully.",37,4,Information
13699,RFCOMM,"The operation completed successfully.",1,4,Information
13698,BTHUSB,"The operation completed successfully.",37,4,Information
13697,BTHUSB,"The operation completed successfully.",37,4,Information
13696,RFCOMM,"The operation completed successfully.",1,4,Information
13695,BTHUSB,"The operation completed successfully.",37,4,Information
13694,BTHUSB,"The operation completed successfully.",37,4,Information
13693,RFCOMM,"The operation completed successfully.",1,4,Information
13692,BTHUSB,"The operation completed successfully.",37,4,Information
13691,BTHUSB,"The operation completed successfully.",37,4,Information
13690,RFCOMM,"The operation completed successfully.",1,4,Information
13689,BTHUSB,"The operation completed successfully.",37,4,Information
13688,BTHUSB,"The operation completed successfully.",37,4,Information
13687,RFCOMM,"The operation completed successfully.",1,4,Information
13686,BTHUSB,"The operation completed successfully.",37,4,Information
13685,BTHUSB,"The operation completed successfully.",37,4,Information
13684,RFCOMM,"The operation completed successfully.",1,4,Information
13683,BTHUSB,"The operation completed successfully.",37,4,Information
13682,BTHUSB,"The operation completed successfully.",37,4,Information
13681,RFCOMM,"The operation completed successfully.",1,4,Information
13680,BTHUSB,"The operation completed successfully.",37,4,Information
13679,BTHUSB,"The operation completed successfully.",37,4,Information
13678,RFCOMM,"The operation completed successfully.",1,4,Information
13677,BTHUSB,"The operation completed successfully.",37,4,Information
13676,BTHUSB,"The operation completed successfully.",37,4,Information
13675,RFCOMM,"The operation completed successfully.",1,4,Information
13674,BTHUSB,"The operation completed successfully.",37,4,Information
13673,BTHUSB,"The operation completed successfully.",37,4,Information
13672,RFCOMM,"The operation completed successfully.",1,4,Information
13671,BTHUSB,"The operation completed successfully.",37,4,Information
13670,BTHUSB,"The operation completed successfully.",37,4,Information
13669,RFCOMM,"The operation completed successfully.",1,4,Information
13668,BTHUSB,"The operation completed successfully.",37,4,Information
13667,BTHUSB,"The operation completed successfully.",37,4,Information
13666,RFCOMM,"The operation completed successfully.",1,4,Information
13665,BTHUSB,"The operation completed successfully.",37,4,Information
13664,BTHUSB,"The operation completed successfully.",37,4,Information
13663,RFCOMM,"The operation completed successfully.",1,4,Information
13662,BTHUSB,"The operation completed successfully.",37,4,Information
13661,BTHUSB,"The operation completed successfully.",37,4,Information
13660,RFCOMM,"The operation completed successfully.",1,4,Information
13659,BTHUSB,"The operation completed successfully.",37,4,Information
13658,BTHUSB,"The operation completed successfully.",37,4,Information
13657,RFCOMM,"The operation completed successfully.",1,4,Information
13656,BTHUSB,"The operation completed successfully.",37,4,Information
13655,BTHUSB,"The operation completed successfully.",37,4,Information
13654,RFCOMM,"The operation completed successfully.",1,4,Information
13653,BTHUSB,"The operation completed successfully.",37,4,Information
13652,BTHUSB,"The operation completed successfully.",37,4,Information
13651,RFCOMM,"The operation completed successfully.",1,4,Information
13650,BTHUSB,"The operation completed successfully.",37,4,Information
13649,BTHUSB,"The operation completed successfully.",37,4,Information
13648,RFCOMM,"The operation completed successfully.",1,4,Information
13647,BTHUSB,"The operation completed successfully.",37,4,Information
13646,BTHUSB,"The operation completed successfully.",37,4,Information
13645,RFCOMM,"The operation completed successfully.",1,4,Information
13644,BTHUSB,"The operation completed successfully.",37,4,Information
13643,BTHUSB,"The operation completed successfully.",37,4,Information
13642,RFCOMM,"The operation completed successfully.",1,4,Information
13641,BTHUSB,"The operation completed successfully.",37,4,Information
13640,BTHUSB,"The operation completed successfully.",37,4,Information
13639,RFCOMM,"The operation completed successfully.",1,4,Information
13638,BTHUSB,"The operation completed successfully.",37,4,Information
13637,BTHUSB,"The operation completed successfully.",37,4,Information
13636,RFCOMM,"The operation completed successfully.",1,4,Information
13635,BTHUSB,"The operation completed successfully.",37,4,Information
13634,BTHUSB,"The operation completed successfully.",37,4,Information
